Commodity,WeekEnding,WeekNumber,MonthNumber,MarketYear,Country,Weekly_Exports,Accum_Exports,CMY_Outstanding_Sales,CMY_Gross_Sales,CMY_Net_Sales,CMY_Total_Commitments,NMY_Outstanding_Sales,NMY_Net_Sales,Unit_Desc
SOYBEANCAKE&MEAL,2009-10-22,4,01-O,2010,VIETNAM,592,890,33252,978,978,34142,0,0,1
SOYBEANCAKE&MEAL,2009-10-22,4,01-O,2010,MALAYSIA,2406,2912,7888,0,0,10800,0,0,1
SOYBEANCAKE&MEAL,2009-10-22,4,01-O,2010,SINGAPORE,0,0,330,0,0,330,0,0,1
SOYBEANCAKE&MEAL,2009-10-22,4,01-O,2010,INDONESIA,1632,2013,74660,16709,16709,76673,0,0,1
SOYBEANCAKE&MEAL,2009-10-22,4,01-O,2010,PHILIPPINES,730,45160,275241,44500,44500,320401,0,0,1
SOYBEANCAKE&MEAL,2009-10-22,4,01-O,2010,"CHINA, PEOPLES REPUBLIC OF",0,975,4000,0,0,4975,0,0,1
SOYBEANCAKE&MEAL,2009-10-22,4,01-O,2010,"KOREA, REPUBLIC OF",0,0,55000,0,0,55000,0,0,1
SOYBEANCAKE&MEAL,2009-10-22,4,01-O,2010,HONG KONG,238,592,1071,220,219,1663,0,0,1
SOYBEANCAKE&MEAL,2009-10-22,4,01-O,2010,JAPAN,23,6291,53771,473,473,60062,0,0,1
SOYBEANCAKE&MEAL,2009-10-22,4,01-O,2010,AUSTRALIA,24823,24823,69526,1355,-177,94349,0,0,1
SOYBEANCAKE&MEAL,2009-10-22,4,01-O,2010,NEW ZEALAND,26355,26355,0,0,26355,26355,0,0,1
SOYBEANCAKE&MEAL,2009-10-22,4,01-O,2010,"OTHER PACIFIC ISLANDS, NEC",0,380,540,0,0,920,0,0,1
SOYBEANCAKE&MEAL,2009-10-22,4,01-O,2010,ALGERIA,0,0,9000,9000,9000,9000,0,0,1
SOYBEANCAKE&MEAL,2009-10-22,4,01-O,2010,EGYPT,0,0,37500,7500,7500,37500,0,0,1
SOYBEANCAKE&MEAL,2009-10-22,4,01-O,2010,UNKNOWN,0,0,1475872,5000,-75528,1475872,0,0,1
SOYBEANCAKE&MEAL,2009-10-29,5,01-O,2010,CANADA,15698,81055,354722,16013,13093,435777,15792,48,1
SOYBEANCAKE&MEAL,2009-10-29,5,01-O,2010,MEXICO,14597,58677,224303,12737,11175,282980,2880,0,1
SOYBEANCAKE&MEAL,2009-10-29,5,01-O,2010,GUATEMALA,3500,3500,88241,273,-1727,91741,0,0,1
SOYBEANCAKE&MEAL,2009-10-29,5,01-O,2010,BELIZE,389,389,511,400,400,900,0,0,1
SOYBEANCAKE&MEAL,2009-10-29,5,01-O,2010,EL SALVADOR,2062,2062,0,62,2062,2062,0,0,1
SOYBEANCAKE&MEAL,2009-10-29,5,01-O,2010,HONDURAS,0,11000,12250,850,850,23250,0,0,1
SOYBEANCAKE&MEAL,2009-10-29,5,01-O,2010,NICARAGUA,0,2565,1200,0,0,3765,0,0,1
SOYBEANCAKE&MEAL,2009-10-29,5,01-O,2010,COSTA RICA,0,3038,0,0,0,3038,0,0,1
SOYBEANCAKE&MEAL,2009-10-29,5,01-O,2010,PANAMA,0,13207,28898,350,350,42105,0,0,1
SOYBEANCAKE&MEAL,2009-10-29,5,01-O,2010,JAMAICA,1841,8682,20400,41,41,29082,0,0,1
SOYBEANCAKE&MEAL,2009-10-29,5,01-O,2010,DOMINICAN REPUBLIC,7200,7200,162240,1500,-7300,169440,0,0,1
SOYBEANCAKE&MEAL,2009-10-29,5,01-O,2010,LEEWARD-WINDWARD ISLANDS,0,0,200,0,0,200,0,0,1
SOYBEANCAKE&MEAL,2009-10-29,5,01-O,2010,TRINIDAD AND TOBAGO,1913,3801,2200,0,-87,6001,0,0,1
SOYBEANCAKE&MEAL,2009-10-29,5,01-O,2010,FRENCH WEST INDIES,0,200,9780,0,0,9980,0,0,1
SOYBEANCAKE&MEAL,2009-10-29,5,01-O,2010,COLOMBIA,8640,8640,74905,1250,-297,83545,0,0,1
SOYBEANCAKE&MEAL,2009-10-29,5,01-O,2010,VENEZUELA,1995,32495,0,0,-5,32495,0,0,1
SOYBEANCAKE&MEAL,2009-10-29,5,01-O,2010,SURINAM,0,0,1200,0,0,1200,0,0,1
SOYBEANCAKE&MEAL,2009-10-29,5,01-O,2010,ECUADOR,26570,26570,0,1570,26570,26570,0,0,1
SOYBEANCAKE&MEAL,2009-10-29,5,01-O,2010,PERU,0,33000,50500,14500,14500,83500,0,0,1
SOYBEANCAKE&MEAL,2009-10-29,5,01-O,2010,UNITED KINGDOM,0,0,33000,0,0,33000,0,0,1
SOYBEANCAKE&MEAL,2009-10-29,5,01-O,2010,IRELAND,0,7319,86331,0,0,93650,0,0,1
SOYBEANCAKE&MEAL,2009-10-29,5,01-O,2010,FRANCE,0,0,20500,0,0,20500,0,0,1
SOYBEANCAKE&MEAL,2009-10-29,5,01-O,2010,GERMANY,0,0,33000,0,0,33000,0,0,1
SOYBEANCAKE&MEAL,2009-10-29,5,01-O,2010,SLOVAKIA,0,0,200,200,200,200,0,0,1
SOYBEANCAKE&MEAL,2009-10-29,5,01-O,2010,LATVIA,0,25528,0,0,0,25528,0,0,1
SOYBEANCAKE&MEAL,2009-10-29,5,01-O,2010,RUSSIAN FEDERATION,14999,14999,0,7527,14999,14999,0,0,1
SOYBEANCAKE&MEAL,2009-10-29,5,01-O,2010,TURKEY,19388,19388,63000,19388,19388,82388,0,0,1
SOYBEANCAKE&MEAL,2009-10-29,5,01-O,2010,SYRIA,14163,14163,22500,0,14163,36663,0,0,1
SOYBEANCAKE&MEAL,2009-10-29,5,01-O,2010,BANGLADESH,0,0,31,0,0,31,0,0,1
SOYBEANCAKE&MEAL,2009-10-29,5,01-O,2010,SRI LANKA,0,0,220,0,0,220,0,0,1
SOYBEANCAKE&MEAL,2009-10-29,5,01-O,2010,THAILAND,300,300,5100,0,0,5400,0,0,1
SOYBEANCAKE&MEAL,2009-10-29,5,01-O,2010,VIETNAM,2789,3679,30463,0,0,34142,0,0,1
SOYBEANCAKE&MEAL,2009-10-29,5,01-O,2010,MALAYSIA,729,3641,7159,0,0,10800,0,0,1
SOYBEANCAKE&MEAL,2009-10-29,5,01-O,2010,SINGAPORE,0,0,330,0,0,330,0,0,1
SOYBEANCAKE&MEAL,2009-10-29,5,01-O,2010,INDONESIA,1678,3691,74537,1555,1555,78228,0,0,1
SOYBEANCAKE&MEAL,2009-10-29,5,01-O,2010,PHILIPPINES,6470,51630,269771,1000,1000,321401,0,0,1
SOYBEANCAKE&MEAL,2009-10-29,5,01-O,2010,"CHINA, PEOPLES REPUBLIC OF",1331,2306,2669,0,0,4975,0,0,1
SOYBEANCAKE&MEAL,2009-10-29,5,01-O,2010,"KOREA, REPUBLIC OF",0,0,55000,0,0,55000,0,0,1
SOYBEANCAKE&MEAL,2009-10-29,5,01-O,2010,HONG KONG,436,1028,853,218,218,1881,0,0,1
SOYBEANCAKE&MEAL,2009-10-29,5,01-O,2010,JAPAN,15735,22026,40334,1255,2298,62360,0,0,1
SOYBEANCAKE&MEAL,2009-10-29,5,01-O,2010,AUSTRALIA,0,24823,69526,0,0,94349,0,0,1
SOYBEANCAKE&MEAL,2009-10-29,5,01-O,2010,NEW ZEALAND,0,26355,0,0,0,26355,0,0,1
SOYBEANCAKE&MEAL,2009-10-29,5,01-O,2010,"OTHER PACIFIC ISLANDS, NEC",0,380,540,0,0,920,0,0,1
SOYBEANCAKE&MEAL,2009-10-29,5,01-O,2010,MOROCCO,8799,8799,15000,15799,23799,23799,0,0,1
SOYBEANCAKE&MEAL,2009-10-29,5,01-O,2010,ALGERIA,0,0,0,0,-9000,0,0,0,1
SOYBEANCAKE&MEAL,2009-10-29,5,01-O,2010,EGYPT,0,0,37500,0,0,37500,0,0,1
SOYBEANCAKE&MEAL,2009-10-29,5,01-O,2010,UNKNOWN,0,0,1464321,45421,-11551,1464321,0,0,1
SOYBEANCAKE&MEAL,2009-11-05,6,02-N,2010,CANADA,22015,103070,386691,59326,53984,489761,15907,115,1
SOYBEANCAKE&MEAL,2009-11-05,6,02-N,2010,MEXICO,1999,60676,231451,9147,9147,292127,2880,0,1
SOYBEANCAKE&MEAL,2009-11-05,6,02-N,2010,GUATEMALA,0,3500,115919,32971,27678,119419,0,0,1
SOYBEANCAKE&MEAL,2009-11-05,6,02-N,2010,BELIZE,0,389,511,0,0,900,0,0,1
SOYBEANCAKE&MEAL,2009-11-05,6,02-N,2010,EL SALVADOR,0,2062,0,0,0,2062,0,0,1
SOYBEANCAKE&MEAL,2009-11-05,6,02-N,2010,HONDURAS,5751,16751,12350,558,5851,29101,0,0,1
SOYBEANCAKE&MEAL,2009-11-05,6,02-N,2010,NICARAGUA,0,2565,1200,0,0,3765,0,0,1
SOYBEANCAKE&MEAL,2009-11-05,6,02-N,2010,COSTA RICA,0,3038,0,0,0,3038,0,0,1
SOYBEANCAKE&MEAL,2009-11-05,6,02-N,2010,PANAMA,0,13207,29298,400,400,42505,0,0,1
SOYBEANCAKE&MEAL,2009-11-05,6,02-N,2010,CUBA,0,0,40000,40000,40000,40000,0,0,1
SOYBEANCAKE&MEAL,2009-11-05,6,02-N,2010,JAMAICA,0,8682,20400,0,0,29082,0,0,1
SOYBEANCAKE&MEAL,2009-11-05,6,02-N,2010,DOMINICAN REPUBLIC,25339,32539,155034,18213,18133,187573,0,0,1
SOYBEANCAKE&MEAL,2009-11-05,6,02-N,2010,LEEWARD-WINDWARD ISLANDS,0,0,200,0,0,200,0,0,1
SOYBEANCAKE&MEAL,2009-11-05,6,02-N,2010,TRINIDAD AND TOBAGO,0,3801,2200,0,0,6001,0,0,1
SOYBEANCAKE&MEAL,2009-11-05,6,02-N,2010,FRENCH WEST INDIES,0,200,9780,0,0,9980,0,0,1
SOYBEANCAKE&MEAL,2009-11-05,6,02-N,2010,COLOMBIA,0,8640,84905,10000,10000,93545,0,0,1
SOYBEANCAKE&MEAL,2009-11-05,6,02-N,2010,VENEZUELA,0,32495,18000,18000,18000,50495,0,0,1
