CO_ANO,CO_MES,CO_NCM,CO_UNID,CO_PAIS,SG_UF_NCM,CO_VIA,CO_URF,QT_ESTAT,KG_LIQUIDO,VL_FOB,commodity,country_code,country,mts,year,month,date
2010,11,10019090,10,586,ND,7,910600,0,29880,6932,WHEAT,PRY,Paraguay,29.88,2010,11,2010-11-01
2010,8,10019090,10,586,PR,7,145300,10,90,79,WHEAT,PRY,Paraguay,0.09,2010,8,2010-08-01
2010,11,10019090,10,240,RS,1,1017700,57300,57300000,16033000,WHEAT,EGY,Egypt,57300.0,2010,11,2010-11-01
2010,12,10011010,10,586,PR,7,910600,0,38240,30780,WHEAT,PRY,Paraguay,38.24,2010,12,2010-12-01
2010,3,10019090,10,249,RS,1,1017700,0,57684926,8604596,WHEAT,USA,United States,57684.926,2010,3,2010-03-01
2011,3,10019090,10,474,SC,1,927700,9502704,9502704,3006369,WHEAT,MAR,Morocco,9502.704,2011,3,2011-03-01
2011,11,10011090,10,097,PR,9,250151,23,23,97,WHEAT,BOL,Bolivia,0.023,2011,11,2011-11-01
2011,2,10019090,10,438,PR,1,927700,20700000,20700000,6033100,WHEAT,LBY,Libya,20700.0,2011,2,2011-02-01
2011,3,10011090,10,127,SP,1,817800,240,240,174,WHEAT,CPV,Cape Verde,0.24,2011,3,2011-03-01
2011,5,10019090,10,623,RS,1,1017700,24695,24695000,7437020,WHEAT,KEN,Kenya,24695.0,2011,5,2011-05-01
2011,2,10019090,10,505,PR,1,917800,38504930,38504930,11166430,WHEAT,MOZ,Mozambique,38504.93,2011,2,2011-02-01
2011,5,10011010,10,845,RS,7,1015600,0,28000,15120,WHEAT,URY,Uruguay,28.0,2011,5,2011-05-01
2011,5,10019090,10,253,RS,1,1017700,15700305,16005000,5044625,WHEAT,ETH,Ethiopia,16005.0,2011,5,2011-05-01
2011,1,10019090,10,059,SC,1,927700,350,350000,94850,WHEAT,DZA,Algeria,350.0,2011,1,2011-01-01
2011,4,10019090,10,357,ND,1,1017700,4500000,4500000,1273500,WHEAT,YEM,Yemen,4500.0,2011,4,2011-04-01
2011,6,10019090,10,756,PR,1,917800,32951130,32951130,11084354,WHEAT,ZAF,South Africa,32951.13,2011,6,2011-06-01
2011,2,10019090,10,820,PR,1,917800,24749355,24749355,6944074,WHEAT,TUN,Tunisia,24749.355,2011,2,2011-02-01
2011,5,10019090,10,053,ND,1,1017700,4500000,4500000,1429500,WHEAT,SAU,Saudi Arabia,4500.0,2011,5,2011-05-01
2011,4,10019090,10,474,RS,1,1017700,11804,11804427,3726782,WHEAT,MAR,Morocco,11804.427,2011,4,2011-04-01
2011,4,10019090,10,464,RS,1,1017700,8800000,8800000,2737858,WHEAT,MLI,Mali,8800.0,2011,4,2011-04-01
2011,2,10019090,10,081,RS,1,1017700,36505000,41500000,11660750,WHEAT,BGD,Bangladesh,41500.0,2011,2,2011-02-01
2011,2,10019090,10,081,ND,1,1017700,7000000,7000000,1981000,WHEAT,BGD,Bangladesh,7000.0,2011,2,2011-02-01
2011,2,10019090,10,607,SP,1,817800,150,900,952,WHEAT,PRT,Portugal,0.9,2011,2,2011-02-01
2011,5,10011010,10,586,PR,7,910600,0,20010,15978,WHEAT,PRY,Paraguay,20.01,2011,5,2011-05-01
2011,12,10011090,10,040,SP,1,817800,2400,2400,1664,WHEAT,AGO,Angola,2.4,2011,12,2011-12-01
2011,1,10019090,10,827,RS,1,1017700,31671,31671483,9315087,WHEAT,TUR,Turkey,31671.483,2011,1,2011-01-01
2011,4,10011010,10,586,PR,7,910652,73000,73000,91950,WHEAT,PRY,Paraguay,73.0,2011,4,2011-04-01
2011,2,10019090,10,438,SC,1,927700,2902400,5300000,1521850,WHEAT,LBY,Libya,5300.0,2011,2,2011-02-01
2011,4,10019090,10,780,RS,1,1017700,2000000,2000000,566000,WHEAT,TZA,Tanzania,2000.0,2011,4,2011-04-01
2011,2,10019090,10,438,PR,1,1017700,25842,25850000,6824407,WHEAT,LBY,Libya,25850.0,2011,2,2011-02-01
2011,5,10019090,10,756,PR,1,1017700,241,241487,72084,WHEAT,ZAF,South Africa,241.487,2011,5,2011-05-01
2011,1,10011090,10,827,RS,1,1017700,0,6000000,1722000,WHEAT,TUR,Turkey,6000.0,2011,1,2011-01-01
2011,4,10019090,10,623,RS,1,1017700,3000000,3000000,1050000,WHEAT,KEN,Kenya,3000.0,2011,4,2011-04-01
2011,2,10019090,10,059,RS,1,1017700,38518390,58890150,17045741,WHEAT,DZA,Algeria,58890.15,2011,2,2011-02-01
2011,10,10011090,10,127,SP,1,817800,120,120,83,WHEAT,CPV,Cape Verde,0.12,2011,10,2011-10-01
2011,2,10019090,10,623,RS,1,1017700,35000000,35000000,9975000,WHEAT,KEN,Kenya,35000.0,2011,2,2011-02-01
2011,3,10019090,10,556,RS,1,1017700,19350000,19350000,5446300,WHEAT,OMN,Oman,19350.0,2011,3,2011-03-01
2011,3,10019090,10,059,MS,1,927700,3486000,3486000,1075431,WHEAT,DZA,Algeria,3486.0,2011,3,2011-03-01
2011,3,10019010,10,059,PR,1,917800,3000000,3000000,870000,WHEAT,DZA,Algeria,3000.0,2011,3,2011-03-01
2011,1,10019090,10,759,PR,1,917800,33334720,33334720,9167049,WHEAT,SDN,Sudan,33334.72,2011,1,2011-01-01
2011,3,10019090,10,240,PR,1,1017700,21250,21250000,6120000,WHEAT,EGY,Egypt,21250.0,2011,3,2011-03-01
2011,2,10019090,10,474,SC,1,917800,357932,7350932,2079033,WHEAT,MAR,Morocco,7350.932,2011,2,2011-02-01
2011,2,10019090,10,160,RS,1,1017700,6000000,6000000,1830000,WHEAT,CHN,China,6000.0,2011,2,2011-02-01
2011,3,10019090,10,081,PR,1,917800,49654320,50653320,14563348,WHEAT,BGD,Bangladesh,50653.32,2011,3,2011-03-01
2011,3,10019090,10,059,SC,1,927700,1296000,1296000,399816,WHEAT,DZA,Algeria,1296.0,2011,3,2011-03-01
2011,4,10019090,10,244,RS,1,1017700,40922500,40922500,13036538,WHEAT,ARE,United Arab Emirates,40922.5,2011,4,2011-04-01
2011,4,10019090,10,756,RS,1,1017700,34649,34650000,10847550,WHEAT,ZAF,South Africa,34650.0,2011,4,2011-04-01
2011,4,10019090,10,438,PR,1,1017700,3078,3077500,960180,WHEAT,LBY,Libya,3077.5,2011,4,2011-04-01
2011,5,10019090,10,756,RS,1,1017700,23009,23008513,6868040,WHEAT,ZAF,South Africa,23008.513,2011,5,2011-05-01
2011,12,10011090,10,097,PR,9,250151,11,11,46,WHEAT,BOL,Bolivia,0.011,2011,12,2011-12-01
2011,3,10019090,10,059,SC,1,917800,160676,11401723,3355983,WHEAT,DZA,Algeria,11401.723,2011,3,2011-03-01
2011,1,10019090,10,438,RS,1,1017700,7000,25000000,6989001,WHEAT,LBY,Libya,25000.0,2011,1,2011-01-01
2011,7,10011090,10,040,SP,1,817800,720,720,499,WHEAT,AGO,Angola,0.72,2011,7,2011-07-01
2011,2,10019090,10,059,SC,1,927700,89327,838577,259203,WHEAT,DZA,Algeria,838.577,2011,2,2011-02-01
2011,3,10019090,10,365,RS,1,1017700,22500000,22500000,6383750,WHEAT,IDN,Indonesia,22500.0,2011,3,2011-03-01
2011,4,10019090,10,820,RS,1,1017700,3773750,27500000,9547813,WHEAT,TUN,Tunisia,27500.0,2011,4,2011-04-01
2011,4,10019090,10,357,RS,1,1017700,25102,25100000,8006902,WHEAT,YEM,Yemen,25100.0,2011,4,2011-04-01
2011,2,10019090,10,357,RS,1,1017700,15875000,15875000,4524375,WHEAT,YEM,Yemen,15875.0,2011,2,2011-02-01
2011,1,10019090,10,623,PR,1,917800,18946475,18946475,5166700,WHEAT,KEN,Kenya,18946.475,2011,1,2011-01-01
2011,3,10019090,10,059,PR,1,917800,55715621,63707621,19072754,WHEAT,DZA,Algeria,63707.621,2011,3,2011-03-01
2011,1,10019090,10,160,RS,1,1017700,12000,12000000,3300000,WHEAT,CHN,China,12000.0,2011,1,2011-01-01
2011,3,10019090,10,190,RS,1,1017700,300,300000,84000,WHEAT,KOR,South Korea,300.0,2011,3,2011-03-01
2011,3,10019090,10,528,RS,1,1017700,18000000,18000000,5620000,WHEAT,NGA,Nigeria,18000.0,2011,3,2011-03-01
2011,11,10019090,10,586,SP,7,145300,5,40,41,WHEAT,PRY,Paraguay,0.04,2011,11,2011-11-01
2011,2,10019090,10,474,PR,1,917800,17239433,17239433,4837577,WHEAT,MAR,Morocco,17239.433,2011,2,2011-02-01
2011,8,10019090,10,586,PR,7,145300,10,100,96,WHEAT,PRY,Paraguay,0.1,2011,8,2011-08-01
2011,8,10019090,10,607,SP,1,817800,900,900,1048,WHEAT,PRT,Portugal,0.9,2011,8,2011-08-01
2011,3,10019090,10,474,SC,1,917800,117220,117220,32411,WHEAT,MAR,Morocco,117.22,2011,3,2011-03-01
2011,9,10011090,10,097,PR,9,250151,25,25,109,WHEAT,BOL,Bolivia,0.025,2011,9,2011-09-01
2011,6,10019090,10,053,PR,1,917800,31500000,31500000,10942500,WHEAT,SAU,Saudi Arabia,31500.0,2011,6,2011-06-01
